gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Support_Tickets,App_Logins,Data_Usage_GB,Gouvernorat
Female,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,No,4,16,86.94,Ben Arous
Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Yes,9,3,27.49,Gabès
Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,1441.65,No,1,20,79.37,Manouba
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,No,4,6,16.52,Sfax
Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85,No,0,24,101.33,Sousse
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No,0,29,38.29,Ariana
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,No,4,22,140.58,Bizerte
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,No,3,18,142.29,Kef
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,No,0,12,73.22,Tunis
Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,Yes,One year,No,Credit card (automatic),63.7,2763.35,No,1,7,147.68,Médiénine
Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes,8,0,25.72,Tunis
Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,No,1,6,140.13,Sfax
Female,0,Yes,Yes,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,No,3,18,51.24,Tunis
Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,79.25,2911.8,No,2,11,95.91,Bizerte
Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes,9,2,8.95,Ben Arous
Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,5,1,46.39,Monastir
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,No,3,24,148.79,Sousse
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,No,0,5,64.95,Kairouan
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1672.35,No,4,12,129.88,Médiénine
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes,8,3,47.68,Gabès
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,695.75,No,1,26,85.95,Bizerte
Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,No,4,15,74.82,Mahdia
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,6,2,23.73,Sousse
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,No,1,21,35.82,Kairouan
Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No,1,9,38.91,Manouba
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,6424.25,No,4,20,102.06,Kef
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,10,1,32.27,Tunis
Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,No,1,15,28.2,Gabès
Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,No,4,7,79.38,Gabès
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No,4,13,67.49,Kairouan
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,8,4,19.32,Kairouan
Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,No,4,10,104.21,Tunis
Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,No,Two year,No,Electronic check,66.0,4891.5,No,4,9,14.1,Monastir
Female,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,5,0,21.86,Monastir
Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,6,5,46.67,Ariana
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,No,0,6,86.63,Monastir
Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,No,0,27,108.66,Kairouan
Male,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,No,1,5,128.19,Sousse
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,4,5,34.79,Tunis
Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,No,4,29,53.34,Kasserine
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No,4,29,93.08,Sfax
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,5727.45,No,2,21,140.52,Médiénine
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,No,1,6,38.03,Tunis
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No,0,9,23.22,Kef
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,4,1,13.96,Tunis
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,No,1,6,108.34,Tunis
Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,No,1,18,93.28,Kairouan
Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,No,3,8,16.14,Ariana
Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,No,0,6,34.77,Mahdia
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,1,28,108.22,Tunis
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,451.55,No,0,18,13.1,Gabès
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.55,50.55,Yes,10,5,29.89,Sfax
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.35,117.05,No,0,5,86.55,Bizerte
Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,0,5,60.18,Sfax
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,One year,No,Mailed check,54.45,1893.5,No,1,19,19.11,Gafsa
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,45.35,No,0,20,121.48,Médiénine
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,No,Mailed check,59.0,1654.45,No,0,10,54.96,Kasserine
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,69.45,477.05,No,0,27,118.04,Ariana
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,6,2,22.88,Kasserine
Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.95,4546.0,No,0,8,82.89,Sfax
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,4,5,23.61,Sfax
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,No,1,27,59.61,Gafsa
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,849.9,No,2,8,31.12,Tunis
Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,No,0,24,40.36,Sousse
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,7,4,25.86,Médiénine
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,No,3,24,49.54,Bizerte
Female,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,Yes,10,0,16.67,Sfax
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,No,0,19,10.8,Sfax
Female,0,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,2560.1,No,4,19,114.04,Siliana
Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,No,1,20,46.26,Médiénine
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,No,1,22,47.02,Sfax
Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.65,5683.6,No,2,29,128.17,Tunis
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,60.05,3994.05,No,4,8,148.55,Kairouan
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,No,1,18,102.52,Gabès
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,No,0,25,99.72,Sfax
Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,No,3,6,137.06,Tunis
Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,No,0,13,111.72,Kairouan
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,No,3,28,47.62,Médiénine
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,No,1,9,67.5,Manouba
Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,One year,No,Mailed check,34.8,1980.3,No,4,7,117.39,Tunis
Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No,2,28,69.74,Jendouba
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.35,262.3,No,0,29,93.88,Monastir
Male,1,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,No,2,8,119.93,Tunis
Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,No,0,16,28.87,Siliana
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Yes,9,0,45.65,Sousse
Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,No,1,5,95.85,Ben Arous
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,No,3,26,48.56,Sfax
Female,0,Yes,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,No,4,26,33.05,Ariana
Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,No,Electronic check,100.25,4753.85,No,2,25,83.24,Monastir
Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,No,3,13,139.59,Manouba
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,No,0,16,106.78,Bizerte
Female,1,No,No,30,No,No phone service,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,7,4,19.06,Manouba
Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,No,3,20,118.75,Tunis
Female,1,No,No,34,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,No,1,7,86.71,Manouba
Male,0,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,No,1,24,84.16,Ben Arous
Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,8,1,31.0,Mahdia
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.9,1859.2,No,1,28,107.17,Médiénine
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,9,3,43.46,Jendouba
Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,5,4,26.46,Bizerte
Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,No,1,19,139.02,Gabès
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,No,4,21,115.96,Kairouan
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,7,0,34.4,Ariana
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,8,5,41.52,Gafsa
Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,No,2,22,30.08,Ariana
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,5,0,31.63,Kairouan
Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.65,3665.55,No,1,5,146.31,Bizerte
Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.6,5515.8,No,1,30,78.35,Béja
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272.0,No,4,21,20.73,Sousse
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.55,6668.0,No,1,26,83.37,Zaghouan
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,No,2,29,108.98,Tunis
Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,No,4,5,51.32,Zaghouan
Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,No,3,15,41.18,Kairouan
Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,5,3,6.44,Sousse
Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,8,1,4.04,Sousse
Male,0,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,No,2,21,109.78,Jendouba
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,No,4,30,107.63,Sfax
Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,No,4,23,10.76,Mahdia
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,4,1,43.36,Kasserine
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,No,1,20,12.39,Zaghouan
Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,692.55,No,4,7,25.87,Sousse
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,8,4,29.71,Bizerte
Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,4,3,28.76,Monastir
Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,4,5,29.47,Gabès
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,7,5,21.96,Tunis
Female,0,No,No,30,No,No phone service,DSL,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,No,2,12,147.29,Manouba
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,No,4,9,98.17,Ariana
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,No,4,23,138.12,Bizerte
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0,Yes,4,5,43.33,Kasserine
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,9,1,34.33,Mahdia
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.9,49.9,No,0,15,109.4,Sfax
Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,No,4,28,147.85,Sfax
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0,27,75.97,Sfax
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,No,1,25,32.63,Ben Arous
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,74.0,74.0,No,2,21,11.56,Sousse
Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,No,3,29,43.19,Tunis
Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,No,4,5,56.53,Nabeul
Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,No,1,29,62.22,Tunis
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,10,0,11.99,Gabès
Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,No,4,5,101.15,Gafsa
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,No,3,12,39.7,Kebili
Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,No,3,29,74.6,Ariana
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,No,2,8,114.53,Gabès
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,No,0,9,119.59,Tunis
Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,No,4,23,56.17,Kairouan
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),106.7,7009.5,No,2,22,77.42,Sfax
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,4,2,12.31,Ariana
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,No,3,17,117.68,Tunis
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,No,1,22,90.05,Sousse
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,8,3,22.07,Tunis
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,No,Yes,Two year,No,Mailed check,67.95,4664.15,No,3,14,103.86,Kasserine
Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,No,1,5,75.91,Tunis
Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,No,1,22,107.79,Kasserine
Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,No,0,17,87.96,Zaghouan
Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,No,0,27,25.65,Tunis
Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,4155.95,No,0,14,143.57,Kairouan
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,395.6,No,4,25,39.37,Sousse
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),99.7,6330.4,No,1,30,105.22,Zaghouan
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,No,1,9,46.6,Jendouba
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638.0,No,2,7,51.4,Tunis
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No,0,10,99.06,Siliana
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,9,3,23.23,Siliana
Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Credit card (automatic),62.85,3419.5,No,4,17,132.71,Sfax
Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,No,3,19,119.96,Jendouba
Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,No,0,15,89.19,Kasserine
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,0,12,78.84,Manouba
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,No,4,24,60.3,Ben Arous
Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1424.2,No,0,6,127.03,Ariana
Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,8,4,29.96,Kasserine
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,0,9,90.95,Tozeur
